,ID,제품,대분류,중분류,소분류,브랜드,price(mean)
8719,8719,B002-02063-00025,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,1590.891826923077
8720,8720,B002-02063-00026,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02063,52030.379746835446
8721,8721,B002-02063-00027,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02063,22378.139620292557
8722,8722,B002-02063-00028,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02063,4531.067955739561
8723,8723,B002-02063-00029,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02063,15406.781383525056
8724,8724,B002-02063-00030,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02063,15400.0
8725,8725,B002-02063-00031,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02063,15400.500177862383
8726,8726,B002-02063-00032,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,19119.365714046296
8727,8727,B002-02063-00033,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,18579.25287356322
8728,8728,B002-02063-00034,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,19638.323731138546
8729,8729,B002-02063-00036,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,1409.107142857143
8730,8730,B002-02063-00037,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,20893.82216790772
8731,8731,B002-02063-00038,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,30000.0
8732,8732,B002-02063-00039,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,1620.5
8733,8733,B002-02063-00040,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,0.0
8734,8734,B002-02063-00041,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02063,16075.33060463514
8735,8735,B002-02063-00042,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,27230.0
8736,8736,B002-02063-00043,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02063,0.0
8737,8737,B002-02064-00001,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-02064,8445.357192683541
8738,8738,B002-02064-00002,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-02064,12200.0
8739,8739,B002-02065-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02065,2308.281240757173
8740,8740,B002-02068-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02068,5900.0
8741,8741,B002-02068-00003,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02068,11880.0
8742,8742,B002-02068-00004,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02068,2702.6704545454545
8743,8743,B002-02068-00005,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02068,2782.149758454106
8744,8744,B002-02068-00006,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02068,2655.6965174129355
8745,8745,B002-02068-00007,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02068,2423.2725071196433
8746,8746,B002-02068-00009,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02068,9869.333333333332
8747,8747,B002-02068-00012,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-02068,4900.0
8748,8748,B002-02068-00013,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02068,493.5774428274429
8749,8749,B002-02068-00014,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02068,12175.0
8750,8750,B002-02068-00018,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02068,3195.714285714286
8751,8751,B002-02068-00022,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02068,2743.529411764706
8752,8752,B002-02068-00027,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02068,5245.0
8753,8753,B002-02068-00030,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02068,8000.0
8754,8754,B002-02069-00001,B002-C001-0002,B002-C002-0009,B002-C003-0049,B002-02069,5409.47656840514
8755,8755,B002-02071-00001,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02071,858.8888888888889
8756,8756,B002-02071-00002,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02071,2000.0
8757,8757,B002-02072-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02072,21400.192307692305
8758,8758,B002-02073-00001,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,1762.3582766439908
8759,8759,B002-02073-00002,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,3100.0
8760,8760,B002-02073-00003,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,27600.0
8761,8761,B002-02073-00004,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,1727.860877874082
8762,8762,B002-02073-00005,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02073,2800.0
8763,8763,B002-02073-00006,B002-C001-0002,B002-C002-0009,B002-C003-0049,B002-02073,2570.3859580727362
8764,8764,B002-02073-00007,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,2600.0
8765,8765,B002-02073-00008,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,16636.513157894737
8766,8766,B002-02073-00009,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,2803.3744648821967
8767,8767,B002-02073-00010,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02073,3095.5882352941176
8768,8768,B002-02073-00012,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,2300.0
8769,8769,B002-02073-00013,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,276.0
8770,8770,B002-02073-00015,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,7390.0
8771,8771,B002-02073-00016,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02073,0.0
8772,8772,B002-02073-00019,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02073,3200.0
8773,8773,B002-02075-00001,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-02075,2519.820419693301
8774,8774,B002-02076-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02076,23826.92484396466
8775,8775,B002-02077-00001,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-02077,22584.166666666664
8776,8776,B002-02078-00001,B002-C001-0002,B002-C002-0004,B002-C003-0020,B002-02078,39000.0
8777,8777,B002-02079-00002,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-02079,1330.0
8778,8778,B002-02080-00001,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02080,34552.83018867925
8779,8779,B002-02081-00001,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-02081,26735.801526717558
8780,8780,B002-02082-00001,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-02082,4313.901987346499
8781,8781,B002-02082-00002,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-02082,2020.3468208092486
8782,8782,B002-02082-00003,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-02082,5177.232799873114
8783,8783,B002-02082-00004,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-02082,3970.571221532091
8784,8784,B002-02082-00005,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4789.6012931034475
8785,8785,B002-02082-00006,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4551.07421875
8786,8786,B002-02082-00007,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,2450.0
8787,8787,B002-02082-00008,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,12021.424367697276
8788,8788,B002-02082-00009,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,6309.411631040354
8789,8789,B002-02082-00010,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4382.102184122129
8790,8790,B002-02082-00011,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4277.459812686057
8791,8791,B002-02082-00012,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4375.661258243507
8792,8792,B002-02082-00013,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,7252.048822636857
8793,8793,B002-02082-00014,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4468.6274509803925
8794,8794,B002-02082-00015,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,11537.231808647193
8795,8795,B002-02082-00016,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,7961.3032581453635
8796,8796,B002-02082-00017,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4533.796885953707
8797,8797,B002-02082-00018,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-02082,4339.12973456353
8798,8798,B002-02082-00019,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-02082,3780.3787386946497
8799,8799,B002-02082-00020,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-02082,5596.767819598245
8800,8800,B002-02082-00021,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,5126.309523809524
8801,8801,B002-02082-00022,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4889.445831755763
8802,8802,B002-02082-00023,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,5112.5688990996005
8803,8803,B002-02082-00024,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4372.727272727273
8804,8804,B002-02082-00025,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4637.423533516718
8805,8805,B002-02082-00026,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,10587.5
8806,8806,B002-02082-00027,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-02082,4075.0
8807,8807,B002-02082-00029,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,1762.7272727272727
8808,8808,B002-02082-00030,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4760.0
8809,8809,B002-02082-00031,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,6400.0
8810,8810,B002-02082-00032,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,9740.597758197298
8811,8811,B002-02082-00033,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,7624.098639455781
8812,8812,B002-02082-00034,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4935.5461412679215
8813,8813,B002-02082-00036,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,6400.0
8814,8814,B002-02082-00037,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,12604.411764705881
8815,8815,B002-02082-00039,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,0.0
8816,8816,B002-02082-00041,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4369.523809523809
8817,8817,B002-02082-00042,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,4937.765059198825
8818,8818,B002-02082-00049,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,7478.333333333334
8819,8819,B002-02082-00052,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,0.0
8820,8820,B002-02082-00053,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,2450.0
8821,8821,B002-02082-00054,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,0.0
8822,8822,B002-02082-00055,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02082,0.0
8823,8823,B002-02083-00001,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-02083,27772.97297297297
8824,8824,B002-02084-00001,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-02084,8000.0
8825,8825,B002-02086-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02086,6500.0
8826,8826,B002-02086-00002,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02086,6025.569444444445
8827,8827,B002-02087-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02087,6689.362145394103
8828,8828,B002-02087-00002,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-02087,24304.093610611362
8829,8829,B002-02087-00003,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-02087,49800.0
8830,8830,B002-02087-00004,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02087,6900.0
8831,8831,B002-02090-00001,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02090,1464.4084557445155
8832,8832,B002-02090-00002,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02090,4000.4854368932038
8833,8833,B002-02090-00003,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02090,19654.156171284634
8834,8834,B002-02090-00004,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02090,4264.4378698224855
8835,8835,B002-02090-00005,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02090,3700.2500748727166
8836,8836,B002-02090-00006,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-02090,4280.0
8837,8837,B002-02090-00008,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-02090,13801.25
8838,8838,B002-02090-00009,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02090,0.0
8839,8839,B002-02090-00010,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02090,3500.0
8840,8840,B002-02090-00011,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02090,4200.0
8841,8841,B002-02090-00012,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02090,2700.0
8842,8842,B002-02092-00001,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-02092,0.0
8843,8843,B002-02093-00001,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02093,2933.8775510204077
8844,8844,B002-02093-00002,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02093,1526.6666666666667
8845,8845,B002-02093-00003,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02093,1176.1363636363637
8846,8846,B002-02093-00004,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02093,2832.4559655240396
8847,8847,B002-02093-00007,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02093,792.0
8848,8848,B002-02095-00001,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-02095,4300.0
8849,8849,B002-02095-00002,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-02095,48774.74747474747
8850,8850,B002-02096-00001,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-02096,10129.436671575846
8851,8851,B002-02096-00002,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-02096,14987.469870748926
8852,8852,B002-02096-00003,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-02096,2990.0
8853,8853,B002-02096-00004,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02096,7900.0
8854,8854,B002-02098-00001,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,6040.080043176076
8855,8855,B002-02098-00002,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,49313.29953917051
8856,8856,B002-02098-00003,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,6421.262473467664
8857,8857,B002-02098-00004,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,5962.6086969127555
8858,8858,B002-02098-00005,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,5662.1519451393915
8859,8859,B002-02098-00006,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,4101.216388226728
8860,8860,B002-02098-00007,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,4129.54507613703
8861,8861,B002-02098-00008,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,10037.518552790816
8862,8862,B002-02098-00009,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,6921.746030754959
8863,8863,B002-02098-00010,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,9982.657535800185
8864,8864,B002-02098-00011,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,6259.112027709036
8865,8865,B002-02098-00012,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-02098,6296.166666666666
8866,8866,B002-02099-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02099,10993.184599576893
8867,8867,B002-02100-00001,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02100,13661.40939592792
8868,8868,B002-02101-00001,B002-C001-0002,B002-C002-0009,B002-C003-0049,B002-02101,7800.0
8869,8869,B002-02102-00001,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-02102,92272.44912694786
8870,8870,B002-02103-00001,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02103,14741.182915550453
8871,8871,B002-02103-00002,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02103,0.0
8872,8872,B002-02104-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02104,20758.398576512456
8873,8873,B002-02104-00002,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-02104,77257.13639457792
8874,8874,B002-02104-00003,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-02104,41394.90202020202
8875,8875,B002-02104-00004,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-02104,27525.0
8876,8876,B002-02105-00001,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02105,2556.0447114114286
8877,8877,B002-02105-00002,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02105,3000.0
8878,8878,B002-02105-00003,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02105,12000.0
8879,8879,B002-02106-00001,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-02106,17347.674418604653
8880,8880,B002-02106-00002,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-02106,24726.465012260465
8881,8881,B002-02106-00003,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-02106,22883.050847457627
8882,8882,B002-02106-00004,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-02106,14317.460317460318
8883,8883,B002-02106-00005,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-02106,17342.424242424244
8884,8884,B002-02106-00006,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-02106,33300.0
8885,8885,B002-02106-00007,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-02106,0.0
8886,8886,B002-02107-00003,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-02107,1598.395171957672
8887,8887,B002-02109-00001,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02109,2250.1041666666665
8888,8888,B002-02109-00002,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02109,5315.377406281662
8889,8889,B002-02109-00003,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02109,2411.2155308691513
8890,8890,B002-02109-00004,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-02109,370.12753739709734
8891,8891,B002-02109-00005,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02109,2017.5065876152833
8892,8892,B002-02109-00006,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02109,1221.4373897707233
8893,8893,B002-02109-00008,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02109,13191.011235955057
8894,8894,B002-02109-00013,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-02109,3000.0
8895,8895,B002-02109-00016,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02109,1626.0714285714284
8896,8896,B002-02109-00023,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-02109,2500.0
8897,8897,B002-02110-00001,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-02110,3900.0
8898,8898,B002-02111-00001,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-02111,1200.0
8899,8899,B002-02114-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02114,15600.0
8900,8900,B002-02115-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02115,2281.9546568627447
8901,8901,B002-02115-00002,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02115,24816.529157875273
8902,8902,B002-02116-00001,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02116,1129.782559321021
8903,8903,B002-02117-00001,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-02117,16498.14126394052
8904,8904,B002-02117-00002,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02117,15000.0
8905,8905,B002-02118-00001,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02118,15500.0
8906,8906,B002-02119-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02119,24871.795564356762
8907,8907,B002-02120-00001,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,13430.095050112368
8908,8908,B002-02120-00002,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,7751.756749302379
8909,8909,B002-02120-00003,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,7180.371903911335
8910,8910,B002-02120-00004,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,14375.884242332806
8911,8911,B002-02120-00005,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,5662.217064586962
8912,8912,B002-02120-00006,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,5428.384976042327
8913,8913,B002-02120-00007,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,8635.191632880431
8914,8914,B002-02120-00008,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,17042.28427612656
8915,8915,B002-02120-00009,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,6975.526895251919
8916,8916,B002-02120-00010,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,12631.704244178158
8917,8917,B002-02120-00011,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,14096.406543906542
8918,8918,B002-02120-00012,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,3793.084747242005
8919,8919,B002-02120-00013,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,16500.0
8920,8920,B002-02120-00014,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,13931.013060950938
8921,8921,B002-02120-00015,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,3982.7303397574615
8922,8922,B002-02120-00016,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,12779.31419274527
8923,8923,B002-02120-00017,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,16223.693711180125
8924,8924,B002-02120-00019,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,13766.759259259261
8925,8925,B002-02120-00021,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,3875.0
8926,8926,B002-02120-00022,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,14285.028490028491
8927,8927,B002-02120-00023,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,9033.333333333334
8928,8928,B002-02120-00024,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,8800.0
8929,8929,B002-02120-00025,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-02120,7020.833333333333
8930,8930,B002-02121-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02121,7078.0786163522
8931,8931,B002-02121-00003,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02121,6541.880763888418
8932,8932,B002-02123-00001,B002-C001-0002,B002-C002-0004,B002-C003-0019,B002-02123,3789.0909090909095
8933,8933,B002-02123-00002,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02123,3292.2433699933695
8934,8934,B002-02123-00003,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,2761.4285714285716
8935,8935,B002-02123-00004,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,2756.0056258790437
8936,8936,B002-02123-00005,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,2707.5
8937,8937,B002-02123-00006,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1486.6823439858833
8938,8938,B002-02123-00007,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,946.6842827011565
8939,8939,B002-02123-00008,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,895.341642228739
8940,8940,B002-02123-00009,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1340.879135126847
8941,8941,B002-02123-00010,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,957.3086076565429
8942,8942,B002-02123-00011,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1039.9202316230676
8943,8943,B002-02123-00012,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,841.3408291946522
8944,8944,B002-02123-00013,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1314.3467643467643
8945,8945,B002-02123-00014,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1405.0902829880756
8946,8946,B002-02123-00015,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1651.6666666666665
8947,8947,B002-02123-00016,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,952.2474468806104
8948,8948,B002-02123-00017,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1080.213989386143
8949,8949,B002-02123-00018,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1522.8128780851073
8950,8950,B002-02123-00019,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1644.0106951871655
8951,8951,B002-02123-00020,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1607.0542635658915
8952,8952,B002-02123-00021,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1074.3972375677374
8953,8953,B002-02123-00022,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,984.0983606557378
8954,8954,B002-02123-00023,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1424.5915311255412
8955,8955,B002-02123-00024,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1547.5782207553839
8956,8956,B002-02123-00025,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,10959.25925925926
8957,8957,B002-02123-00026,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1566.517857142857
8958,8958,B002-02123-00027,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1737.0700064524253
8959,8959,B002-02123-00028,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1232.8395366393618
8960,8960,B002-02123-00029,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1106.6934319067723
8961,8961,B002-02123-00030,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02123,1808.5431654676258
8962,8962,B002-02123-00033,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02123,507.40880150705294
8963,8963,B002-02123-00034,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02123,4667.279012795481
8964,8964,B002-02123-00035,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02123,1356.0723212845855
8965,8965,B002-02123-00036,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02123,1335.0940048241064
8966,8966,B002-02123-00037,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02123,493.7098194873791
8967,8967,B002-02123-00038,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02123,2766.089794898389
8968,8968,B002-02123-00039,B002-C001-0002,B002-C002-0009,B002-C003-0049,B002-02123,1477.706892347375
8969,8969,B002-02123-00040,B002-C001-0002,B002-C002-0009,B002-C003-0049,B002-02123,834.2509248159384
8970,8970,B002-02123-00041,B002-C001-0002,B002-C002-0009,B002-C003-0049,B002-02123,1202.9508196721313
